Id,product_name,categories_tags
326,SablÃ©s Ã  la noix de coco,
327,Gateau MarbrÃ© au chocolat,
328,Scholetta - 4 Rochers au lait fourrÃ©s au pralinÃ©,"en:chocolates,en:candies,fr:praline"
329,Bonbons Cassis Sans Sucre,"fr:bonbons,en:candies"
330,CÃ©rÃ©active Pomme verte,"fr:barres,fr:barres-de-cereales"
331,Pains Hamburger GÃ©ants,
332,Compote de pommes allÃ©gÃ©e en sucre,"fr:compotes-pommes-nature,fr:compotes-allegees,fr:compotes,en:desserts,fr:compotes-de-pomme"
333,MÃ©lange 3 fruits au sirop lÃ©ger,"en:desserts,fr:fruits-au-sirop"
334,Hachis parmentier,"en:meals-with-meat,fr:plats-prepares-a-rechauffer-au-micro-ondes,fr:hachis-parmentier,fr:plats-a-base-de-viande-bovine,en:meals"
335,Nouilles royales,"fr:plats-prepares-a-rechauffer-au-micro-ondes,en:meals"
336,Parmentier de poisson,"en:seafood,fr:plats-prepares-a-rechauffer-au-micro-ondes,en:fishes,en:meals"
337,MacÃ©doine de lÃ©gumes,"fr:legumes-en-conserve,en:vegetables,en:canned-foods,fr:macedoine-de-legumes"
338,Champignons Entiers,"en:mushrooms,fr:champignons-de-paris,fr:champignons-en-conserve"
339,Pieds et morceaux,"en:mushrooms,fr:champignons-de-paris"
340,MaÃ¯s doux en grains,"fr:legumes-en-conserve,en:vegetables,en:cereals,en:canned-foods,fr:mais-doux,fr:mais-en-conserve"
341,Petits pois et carottes Ã  l'Ã©tuvÃ©e extra fins,"fr:legumes-en-conserve,en:vegetables,fr:petits-pois-en-conserve,en:canned-foods,fr:carottes-en-conserve"
342,LEGUMES COUSCOUS,en:vegetables
343,Olives farcies Ã  la pÃ¢te d'anchois,"en:vegetables,en:olives,en:pickled-vegetables,en:pickles"
344,La table d'Adrien Delbos,"fr:saumons-fumes,en:seafood,en:smoked-fishes,en:fishes,fr:saumons-fumes-d-elevage,en:salmons"
345,foie gras,
346,Tiramisu,fr:tiramisu
347,Saumon atlantique fume,"fr:saumons-fumes,en:seafood,en:smoked-fishes,en:fishes,fr:saumons-fumes-d-elevage,en:salmons"
348,Quenelles lyonnaises de brochet,"fr:quenelles-de-poisson,fr:quenelles,fr:quenelles-de-brochet,en:meals"
349,CÃ©leri rÃ©moulade,fr:celeri-remoulade
350,Boudin noir aux oignons,"fr:boudins-noirs,fr:boudins-noir-aux-oignons,fr:boudins,en:meats,en:prepared-meats"
351,Blanc de poulet supÃ©rieur,"fr:poulets,fr:blancs-de-poulet,en:poultries,en:meats"
352,Pains Hamburgers XXL,"fr:pains-pour-hamburgers,en:breads"
353,Salade gourmande,"en:vegetables,fr:salades,en:fresh-vegetables"
354,"Sardines gÃ©nÃ©reuses, marinade citron-basilic, sans huile",fr:sardines-marinade-citron-basilic
355,Tagliatelles,"fr:tagliatelles,fr:pates-fraiches,en:pastas"
356,Foie de veau,
357,Golden Power Energy,"en:beverages,fr:boissons-energetiques"
358,Panda,"fr:saucissons,fr:salamis,en:meats,en:prepared-meats"
359,Valblanc,"en:cheeses,en:dairies"
360,"Boisson soja, goÃ»t vanille","fr:laits-vegetaux,en:milks,en:dairies,fr:laits-de-soja"
361,Saumon de l'atlantique sance bÃ©arnaise,"en:frozen-foods,fr:plats-cuisines-surgeles,fr:poissons-prepares"
362,Jaffa cake,
363,Choco Duo,
364,Noisettes,en:dried-fruits
365,Tamara,"en:jams,en:spreads,en:sweet-spreads,en:breakfasts"
366,Pirato,"en:chips-and-fries,fr:chips,fr:aperitif"
367,Marc Guiselin,"en:butters,en:animal-fats,en:fats,en:dairies"
368,Merzer,"en:cheeses,fr:fromages-a-pate-pressee-non-cuite,en:dairies"
369,Barre au sÃ©same et Ã  la canneberge,"fr:barres,fr:barres-de-cereales"
370,Les rillettes HÃ©naff,"en:rillettes,fr:rillettes-de-viande-rouge,en:potted-meats,fr:rillettes-de-porc,en:meats,en:prepared-meats"
371,Pommes de terre VAPEUR Campagne PremiÃ¨re,"en:vegetables,fr:pommes-de-terre-de-l-ile-de-re,fr:pommes-de-terre-charlotte,fr:pommes-de-terre-primeurs,en:fresh-vegetables,en:potatoes"
372,Mousline,"en:groceries,fr:purees"
373,Sweet Gum Fraise-Citron Vert,"en:candies,fr:chewing-gum"
374,"Hollywood Parfums menthe fraÃ®che, menthe forte","fr:chewing-gum,en:candies"
375,Hollywood chewing gum 2 fresh,"fr:chewing-gum,en:candies"
376,Chewing Gum parfum Cerise sans sucres Hollywood,"fr:chewing-gum,en:candies,fr:parfum-cerise"
377,Bouillon de boeuf,
378,Secret d'arÃ´mes,"fr:herbes-de-provence,en:groceries,en:condiments,en:culinary-plants,en:aromatic-herbs,en:aromatic-plants"
379,MoulinÃ© de lÃ©gumes verts,"en:soups,en:meals"
380,Gateau de Semoule,"en:cakes,fr:preparations-pour-gateaux,fr:semoule,fr:preparation-pour-desserts"
381,Knorr GratinÃ©e Ã  l'oignon Ã  l'emmental,"fr:soupes-deshydratees,en:soups,en:meals"
382,Flan Entremets saveur vanille,"en:desserts,fr:flan"
383,"Sauce Bourguignon, cuisinÃ©e au vin rouge et aux petits lÃ©gumes","en:groceries,fr:sauces"
384,Douceurs d'Ã©pinards au boursin,"en:soups,en:meals"
385,Soupe VeloutÃ© de potiron Ã  la crÃ¨me fraÃ®che Knorr,"fr:veloutes,en:soups,fr:veloutes-de-potiron,en:meals"
386,Vinaigrette nature Ã  la moutarde de Dijon,fr:sauces-vinaigrettes
387,Mayonnaise,"fr:mayonnaises,en:groceries,fr:sauces"
388,Lesieur mayonnaise fine et douce sans moutarde oeufs de poules Ã©levÃ©es en plein air,"fr:mayonnaises,en:groceries,fr:sauces"
389,Fond Brun LiÃ©,en:groceries
390,Cabillaud  - 4 tranches de filet,"en:frozen-foods,en:seafood,en:fish-fillets,en:fishes"
391,CrÃ¨me glacÃ©e Chocolat Noir Carte d'Or,"en:ice-creams,en:frozen-foods,fr:glaces-au-chocolat,en:ice-creams-and-sorbets,fr:cremes-glacees"
392,Carte d'OR Caramel,"en:frozen-foods,en:ice-creams,en:ice-creams-and-sorbets,fr:cremes-glacees"
393,Glace rhum-raisins,"en:ice-creams,en:frozen-foods,fr:glaces-rhum-raisin,en:ice-creams-and-sorbets,fr:cremes-glacees"
394,Sorbet framboise plein fruit Carte d'or,"en:frozen-foods,fr:sorbets-a-la-framboise,fr:sorbets,en:ice-creams-and-sorbets"
395,Glace vanille,"en:ice-creams,en:frozen-foods,fr:glaces-a-la-vanille,en:ice-creams-and-sorbets,fr:cremes-glacees"
396,Filets de cabillaud panÃ©,"en:frozen-foods,fr:poissons-surgeles"
397,Hollywood - Chewing Gum - Chlorophylle,"fr:chewing-gum,en:candies"
398,"Le basmati, riz du Penjab","fr:riz-long-grain,en:cereals,en:rices,fr:riz-basmati"
399,Riz rond du Sud,"en:cereals,en:rices,fr:riz-pour-risotto"
400,Riz MÃ©diterranÃ©e de Camargue,"fr:riz-de-camargue,en:cereals,en:rices"
401,Nutella,"fr:pates-a-tartiner,en:spreads,en:sweet-spreads,en:breakfasts"
402,Nutella (440g),"fr:pates-a-tartiner,en:spreads,en:sweet-spreads,en:breakfasts"
403,Nutella,"fr:pates-a-tartiner,fr:pates-a-tartiner-aux-noisettes,en:spreads,en:sweet-spreads,en:breakfasts"
404,Nutella (800g),"fr:pates-a-tartiner,en:spreads,en:sweet-spreads,en:breakfasts"
405,Nutella (840g),"fr:pates-a-tartiner,fr:pates-a-tartiner-aux-noisettes,en:spreads,en:sweet-spreads,en:breakfasts"
406,Nutella (825g),"fr:pates-a-tartiner,en:spreads,en:sweet-spreads,en:breakfasts"
407,Nutella (1kg),"fr:pates-a-tartiner,fr:pates-a-tartiner-aux-noisettes,en:spreads,en:sweet-spreads,en:breakfasts"
408,Nutella (400g),"fr:pates-a-tartiner,en:spreads,en:sweet-spreads,en:breakfasts"
409,Le VÃ©ritable Petit Beurre,"fr:petits-beurres,en:biscuits"
410,Le VÃ©ritable Petit Beurre,"fr:petits-beurres,en:biscuits"
411,VÃ©ritable Petit Beurre,"fr:petits-beurres,en:biscuits"
412,LU La Paille d'Or aux Framboises,"en:waffles,fr:gaufrettes,en:biscuits"
413,Figolu,fr:sables-aux-figues
414,thÃ© biscuits,fr:gateaux-secs
415,Coqueline 3 chatons Fraise,en:cakes
416,LU Parfum Chocolat GoÃ»ters REM,
417,LU feuilletÃ© dorÃ©,en:biscuits
418,Napolitain LU classic x6,en:cakes
419,belVita,"fr:mueslis,fr:cereales-pour-petit-dejeuner,en:biscuits,en:breakfasts,fr:gateaux-pour-le-petit-dejeuner"
420,Belvita - Petit DÃ©jeuner - Chocolat & 5 CÃ©rÃ©ales ComplÃ¨tes,"fr:mueslis,fr:cereales-pour-petit-dejeuner,en:biscuits,en:breakfasts,fr:gateaux-pour-le-petit-dejeuner"
421,PÃ©pito Mini RoulÃ©s Chocolat,"en:biscuits,fr:biscuits-au-chocolat"
422,petit brun extra,"en:biscuits,fr:biscuits-secs"
423,PÃ©pito pockitos chocolat noir,"en:biscuits,fr:biscuits-au-chocolat"
424,PÃ©pito Pockitos Chocolat au Lait,"en:biscuits,fr:biscuits-au-chocolat-au-lait"
425,Cracotte,"fr:biscottes,en:breads"
426,Belin - Croustilles - CacahuÃ¨te,fr:biscuits-aperitifs
427,Prince Choco'Barre,fr:barre-cerealiere-au-chocolat
428,Cake aux fruits,en:cakes
429,"Belvita Petit DÃ©jeuner Chocolat & 5 CÃ©rÃ©ales ComplÃ¨tes, allÃ©gÃ© en sucres ","fr:mueslis,fr:cereales-pour-petit-dejeuner,en:biscuits,en:breakfasts,fr:gateaux-pour-le-petit-dejeuner"
430,MiniroulÃ©s aux Framboises,"en:cakes,fr:genoise"
431,4 cÃ©rÃ©ales et morceaux de figues,"fr:barres,fr:barres-de-cereales"
432,Grany,"fr:barres,fr:barres-chocolatees,en:candies"
433,Belvita - Petit DÃ©jeuner - Brut 5 CÃ©rÃ©ales ComplÃ¨tes,en:biscuits
434, La Paille d'Or aux Fraises et aux Fraises des bois,"fr:gauffrettes,fr:biscuits-a-la-fraise,en:biscuits"
435,Belin - ApÃ©ritif Monaco ,fr:biscuits-aperitif
436,Granola chocolat noir,"en:biscuits,fr:biscuits-au-chocolat"
437,Belvita Petit DÃ©jeuner Chocolat,"en:biscuits,fr:gateaux-pour-le-petit-dejeuner"
438,Mikado Pocket au Lait,"en:chocolates,en:biscuits,en:candies,fr:biscuits-au-chocolat,fr:pockys"
439,Mikado pocket chocolat noir,en:biscuits
440,PÃ©pito Pocket Chocolat au Lait,"en:biscuits,fr:biscuits-au-chocolat"
441,Napolitain LU 3 chocolats,en:cakes
442,Belin La Box Best of,"fr:biscuits-aperitifs,fr:biscuits-sales"
443,Mikado Chocolat Noir,en:biscuits
444,Mikado Choclat au lait,fr:biscuits-sucres
445,Granola Chocolat au Lait,"en:biscuits,fr:biscuits-au-chocolat"
446,Monaco Ã  l'emmental (Belin Box),fr:gateaux-aperitifs
447,Belvita Petit DÃ©jeuner Coeur Fondant GoÃ»t Tout Chocolat & 5 CÃ©rÃ©ales ComplÃ¨tes,
448,Prince goÃ»t chocolat blanc,fr:biscuits-gout-chocolat-blanc
449,Granola Gros Ã©clats de chocolat Amanades caramÃ©lisÃ©s,"fr:cookies-aux-amandes,en:biscuits,en:cookies,fr:cookies-au-chocolat"
450,RÃ©sille d'Or PralinÃ©-Noisette,en:cakes
451,schoks l'original,"en:biscuits,fr:biscuits-au-chocolat"
452,"Granola, recette originale, chocolat au lait","en:biscuits,fr:biscuits-au-chocolat,fr:biscuits-au-chocolat-au-lait"
453,Granola,"en:biscuits,fr:biscuits-au-chocolat,fr:biscuits-au-chocolat-au-lait"
454,D'aucy Haricots Verts TrÃ¨s fins,"fr:legumes-en-conserve,en:vegetables,fr:haricots-verts-en-conserve,en:canned-foods"
455,Carottes Extra Fines d'Aucy,"fr:legumes-en-conserve,en:vegetables,en:canned-foods,fr:carottes-en-conserve"
456,Ratatouille niÃ§oise,"fr:legumes-en-conserve,en:vegetables,en:canned-foods"
457,pois chiches secs et trempÃ©s,"en:vegetables,fr:legumes-en-conserve,en:canned-foods,fr:legumes-secs,fr:pois-chiches,fr:pois-chiches-en-conserve"
458,Haricots Beurre coupÃ©s extra fins,fr:haricots-vert
459,Petits pois Ã  l'Ã©tuvÃ©e extra fins,"en:canned-foods,fr:petits-pois"
460,Haricots rouges,en:vegetables
461,Pois Chiches secs et trempÃ©s,fr:pois-chiches
462,D'aucy MaÃ¯s ultra croquant [ Engagement qualitÃ© ],fr:mais-ultra-croquant
463,Cassoulet,"fr:cassoulets,en:meals"
464,Confit de Ratatouille,"en:vegetables,fr:ratatouille"
465,MaÃ¯scÃ©doine,"fr:legumes-en-conserve,en:vegetables,en:canned-foods"
466,Lentilles du Berry cuisinÃ©es Ã  la graisse d'oie,fr:lentilles
467,"Lentilles, Mes lÃ©gumes pour salade",fr:lentilles
468,d'aucy Flageolets Carottes Champignons,fr:conserves-de-legume
469,Pistou de lÃ©gumes,fr:conserve-de-legumes
470,Ancel cocktail,fr:aperitif
471,Sticks & Bretzels,"fr:biscuits-aperitifs,fr:biscuits-sales"
472,Rillettes de saumon,"en:rillettes,fr:rillettes-de-saumon-rose,fr:rillettes-de-saumon,fr:rillettes-de-poissons,en:meats,en:prepared-meats"
473,Rillettes de thon,"fr:rillettes-de-thon,en:rillettes,en:seafood,en:tunas,fr:rillettes-de-poissons,en:fishes,en:meats,en:prepared-meats"
474,Petit Navire - Rillettes de Thon aux olives vertes,"fr:rillettes-de-thon,en:rillettes,en:seafood,en:tunas,fr:rillettes-de-poissons,en:fishes,en:meats,en:prepared-meats"
475,Rillettes de thon,"fr:rillettes-de-thon,en:rillettes,en:seafood,en:tunas,fr:rillettes-de-poissons,en:fishes,en:meats,en:prepared-meats"
476,Filets de sardines sans arÃªtes Ã  l'Huile d'Olive Vierge Extra,"en:seafood,en:canned-foods,fr:sardines-a-l-huile-d-olive,en:canned-sardines,en:sardines,en:canned-fishes,fr:sardines-a-l-huile,en:fishes"
477,Filets de sardines sans arÃªtes a l'huile d'olive et au citron,"en:seafood,en:canned-foods,fr:sardines-a-l-huile-d-olive,en:canned-sardines,en:sardines,en:canned-fishes,fr:sardines-a-l-huile,en:fishes"
478,Filets de Sardines Nature,"en:seafood,en:canned-foods,fr:filets-de-sardine,en:canned-sardines,en:sardines,fr:sardines-sans-huile,en:canned-fishes,en:fishes"
479,Filets de Sardines GrillÃ©s,"en:seafood,en:canned-foods,fr:filets-de-sardine,en:canned-sardines,en:sardines,fr:sardines-sans-huile,en:canned-fishes,en:fishes"
480,Sardines grillÃ©es sans huile,fr:sardines-grillees
481,Filets de maquereaux Ã  la moutarde Ã  l'ancienne,"en:seafood,en:canned-foods,en:canned-fishes,fr:maquereau-en-boite,fr:maquereaux,en:fishes"
482,Filets de maquereaux au vin blanc,"en:seafood,fr:maquereaux,en:fishes,fr:maquereaux-au-vin-blanc,fr:maquereaux-aux-aromates"
483,Filets de Maquereaux au vin blanc - aux Aromates,"fr:maquereaux-en-conserve,fr:filets-de-maquereaux,en:seafood,en:canned-foods,en:canned-fishes,fr:maquereaux,en:fishes"
484,Filets de maquereaux Ã  la moutarde Ã  l'ancienne,"fr:filets-de-maquereaux,en:seafood,fr:maquereaux,en:fishes"
485,Filets de maquereaux le nature,"fr:maquereaux-en-conserve,en:seafood,en:canned-foods,en:canned-fishes,fr:maquereaux,en:fishes"
486,Thon vapeur entier,"en:seafood,en:tunas,en:fishes"
487,Petit Navire pavÃ© de thon grillÃ©,en:meals
488,Petit Navire pavÃ© de thon grillÃ© Ã  l'huile d'olive et aux herbes de Provence,en:meals
489,Pamplemousse,"en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,en:grapefruit-juices"
490,Ananas,"en:pineapple-juices,en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,en:concentrated-pineapple-juices,en:concentrated-fruit-juices"
491,Jus d'orange Diego,"en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,en:concentrated-orange-juices,en:concentrated-fruit-juices,en:orange-juices"
492,Le PÃ¢tÃ© HÃ©naff avec filets et jambons,"en:meats,en:prepared-meats"
493,Cassoulet de Castelnaudary au confit de canard du Sud-Ouest,fr:cassoulet-au-confit-de-canard
494,Lapin sautÃ© aux deux moutardes,"en:canned-foods,fr:lapin,fr:plats-prepares-en-conserve,en:meals"
495,"Zapetti - Cannelloni - Pur Boeuf, Cause Napolitaine","en:meals,fr:canneloni"
496,Ravioli 3 Fromages,"fr:raviolis-en-conserve,en:canned-foods,en:pastas,fr:ravioli,fr:plats-prepares-en-conserve,en:meals"
497,Chili con carne,"en:canned-foods,fr:plats-prepares-en-conserve,en:meals"
498,TaboulÃ© aux Tomates fraiches,fr:taboules
499,Tripes Ã  la mode de Caen,"fr:tripes,en:meals"
500,Zapetti - Napolitaine (Douce et Gourmande),"en:groceries,fr:sauces,fr:sauces-tomate"
501,Napolitaine Zapetti,"en:groceries,fr:sauces,fr:sauces-tomate"
502,Zapetti Sauce aux tomates Provence Languedoc,"en:groceries,fr:sauces,fr:sauces-tomate"
503,BÅ“uf aux carottes cuisinÃ© au vin de Cahors,
504,Mes torsades BOLOGNAISE,"fr:plats-prepares-a-rechauffer-au-micro-ondes,en:meals,fr:pates"
505,Mes Fusilli CARBONARA,"fr:plats-prepares-a-rechauffer-au-micro-ondes,en:meals,fr:fusilli-carbonara,fr:pates"
506,Lentilles cuisinÃ©es Ã  l'auvergnate,fr:lentilles
507,Lentilles cuisinÃ©es Ã  l'Auvergnate,"en:vegetables,fr:legumes-secs,fr:lentilles,fr:lentilles-en-conserve"
508,Compotes pomme poire,"fr:compotes,en:desserts,fr:compotes-de-pomme,fr:compotes-de-poire"
509,Materne sans sucres ajoutÃ©s pomme coing,"fr:compotes,en:desserts"
510,Pom'potes - Pomme,"fr:compotes,en:desserts"
511,Pom' Potes Pomme Fraise,"fr:compotes,en:desserts,fr:compotes-de-pomme,fr:compotes-pommes-fraise"
512,Pom' Potes Pomme Banane,"fr:compotes-allegees,fr:compotes,en:desserts,fr:compotes-a-boire,fr:compotes-de-pomme"
513,Pom' Potes Pomme Poire,"fr:compotes-pommes-poires,fr:compotes,en:desserts,fr:compotes-de-pomme"
514,Pom'Potes pomme-abricot,"fr:compotes,en:desserts"
515,Pom'Potes pomme nature Materne,"fr:compotes-pommes-nature,fr:compotes,en:desserts,fr:compotes-de-pomme,fr:gouter"
516,Pom'potes banane fraise,fr:compotes-de-fruits
517,Ma Pause Fruit,"fr:compotes,en:desserts"
518,Pomme nature sans sucres ajoutÃ©s Materne,"fr:compotes,en:desserts,fr:compotes-de-pomme,fr:gouter"
519,Pom'Potes pomme poire Materne,"fr:compotes-pommes-poires,fr:compotes,en:desserts,fr:compotes-de-pomme,fr:gouter"
520,Pom'Potes pomme fraise Materne,"fr:compotes,en:desserts,fr:compotes-de-pomme,fr:compotes-pommes-fraise,fr:gouter"
521,Pom'Potes pomme abricot Materne,"fr:compotes-pomme-abricot,fr:compotes,en:desserts,fr:gouter"
522,Pom'Potes Pomme banane Materne,"fr:compotes-pomme-banane,fr:compotes,en:desserts,fr:gouter"
523,Pom'Potes pomme mirabelle Materne,"fr:compotes,en:desserts,fr:compotes-pomme-mirabelle,fr:gouter"
524,Pom'Potes pomme myrtille Materne,"fr:compotes-pommes-myrtille,fr:compotes,en:desserts,fr:compotes-de-pomme,fr:gouter"
525,Pom'Pote Pomme MÃ»re,"fr:compotes,en:desserts"
526,Pom' Potes - Pomme Mangue - Ã©dition limitÃ©e,"fr:compotes-a-boire,fr:compotes,en:desserts"
527,Pom'Potes Pomme nature Bio Materne,"en:desserts,fr:compote-pomme-nature-bio,fr:compotes,fr:bio,fr:gouter"
528,Pom' Potes Bio Pomme Faise,"fr:compotes-a-boire,fr:compotes,en:desserts,fr:compotes-de-pomme,fr:gouters,fr:compotes-pommes-fraise"
529,Pom' Potes Bio Pomme Myrtille,"fr:compotes-a-boire,fr:compotes,en:desserts,fr:compotes-pommes-myrtille,fr:compotes-de-pomme,fr:gouters"
530,Ma pause fruit pomme/framboise/cranberry Materne,"fr:compotes,en:desserts"
531,Ma pause fruit,"fr:compotes,en:desserts"
532,Ma pause fruit - Pomme Rhubarbe Cranberry,"fr:compotes,en:desserts"
533,"Ma Pause Fruit pomme, pÃªche, passion Materne","fr:compote-de-pomme-peche-passion,fr:compotes,en:desserts,fr:gouter"
534,Confipote Myrtille,"fr:confitures-dietetiques,en:jams,en:spreads,en:sweet-spreads,en:breakfasts"
535,Pom'Potes Pomme nature Bio Materne,"fr:compotes-pomme-nature-bio,fr:compotes,en:desserts,fr:compotes-de-pomme,fr:bio,fr:gouter"
536,Pom' potes pomme sans sucres ajoutÃ©s,"fr:compotes,en:desserts,fr:compotes-de-pomme"
537,Pom'potes pomme poire,fr:compotes-de-fruits
538,MaÃ¯s Ultra Croquant sans sucres ajoutÃ©s,"fr:legumes-en-conserve,en:vegetables,en:cereals,en:canned-foods,fr:mais-doux,fr:mais-en-conserve"
539,MaÃ¯s doux en grains,"fr:legumes-en-conserve,en:vegetables,en:cereals,en:canned-foods,fr:mais-doux,fr:mais-en-conserve"
540,MaÃ¯s doux L'Original Ultra Tendre,"fr:legumes-en-conserve,en:vegetables,fr:mais-en-conserve,en:cereals,en:canned-foods"
541,Salakis herbes de Provence,"fr:fromages-de-brebis,en:cheeses,en:dairies"
542,La sauce au roquefort,"en:groceries,fr:sauces,fr:sauces-au-fromage,fr:sauces-au-roquefort"
543,Fromage de brebis,
544,Flamby,"en:desserts,fr:flan-caramelise"
545,Le Viennois saveur fraise,en:dairies
546,La LaitiÃ¨re Secret de Mousse Citron FaÃ§on MeringuÃ©e,
547,Sveltesse Recette d'abricot Touche de gingembre,"en:stirred-yogurts,en:low-fat-yogurts,en:sweetened-yogurts,en:yogurts,en:dairies,en:fruit-yogurts"
548,Rachel's - le brassÃ© biologique gingembre,"en:stirred-yogurts,en:yogurts,en:dairies"
549,Maronsui's La laitiÃ¨re,fr:mousse-de-marrons
550,Clafoutis aux cerises,en:desserts
551,"Yaourt au lait entier, sucrÃ© et aromatisÃ©","en:flavoured-yogurts,en:yogurts,en:dairies,en:sweetened-yogurts"
552,Semoule au Lait La LaitiÃ¨re,"en:dairies,fr:semoule-au-lait"
553,Yaourt Ã  la grecque,"en:stirred-yogurts,en:yogurts,en:dairies,en:greek-yogurts"
554,Sveltess - Recette Framboise touche de citron vert,"en:yogurts,en:dairies,en:fruit-yogurts"
555,Petit Pot de crÃ¨me Chocolat-Menthe La LaitiÃ¨re,"en:fresh,en:desserts,en:dairies,fr:dessert-lacte-aux-oeufs,fr:gouter"
556,Le petit pot de crÃ¨me au chocolat,"fr:cremes-dessert,en:chocolate-desserts,en:desserts"
557,La laitiÃ¨re petit pot de crÃ¨me vanille,"en:fresh,en:dairies"
558,Petit pot de crÃ¨me au chocolat x8 La LaitiÃ¨re,"fr:cremes-dessert,en:chocolate-desserts,en:desserts,fr:cremes-dessert-chocolat"
559,Mousse de Viennois Chocolat,"en:chocolate-desserts,en:desserts,fr:mousses-au-chocolat"
560,CrÃ¨me caramel,"fr:cremes-dessert,en:desserts"
561,St Hubert 41 - Doux,"en:butters,en:animal-fats,en:fats,fr:beurres-doux,en:dairies"
562,St Hubert 41 - LÃ©ger & Tendre - Sel de Mer,fr:matiere-grasse-a-tartiner
563,Galettes ,en:biscuits
564,SablÃ© de Retz le VÃ©ritable,en:biscuits
565,Rillettes du Mans,"fr:rillettes-francaises,en:rillettes,fr:rillettes-de-viande-rouge,fr:rillettes-de-la-sarthe,en:potted-meats,fr:rillettes-du-mans,fr:rillettes-de-porc,en:meats,en:prepared-meats"
566,Rillettes du Mans,"en:rillettes,fr:rillettes-de-viande-rouge,en:potted-meats,fr:rillettes-de-porc,en:meats,en:prepared-meats"
567,Rillettes de poulet rÃ´ti en cocotte,"en:rillettes,fr:rillettes-de-poulet,fr:rillettes-de-viande-blanche,fr:rillettes-de-volaille,fr:rillettes-poulet-roti,en:potted-meats,en:meats,fr:rillettes-speciales,en:prepared-meats"
